id_pencarian,nama_pencarian,jenjang_pencarian,pt_pencarian,pt_singkat_pencarian,id_sp,id_sms,nama_pt,kode_pt,nama_prodi,kode_prodi,kel_bidang,jenj_didik,tgl_berdiri,tgl_sk_selenggara,sk_selenggara,no_tel,no_fax,website,email,alamat,provinsi,kab_kota,kecamatan,lintang,bujur,status,akreditasi,akreditasi_internasional,status_akreditasi,detail_error
qj48gCTq75zPS8xiWXngNewjl9plrfs_ARKQpMwnS48voWO53DcmCy94lfYlPhNnmeOjLg==,STATISTIKA,S1,UNIVERSITAS NEGERI MEDAN,UNIMED,SDr-tSnyXXENOv-w8SEwOMx14eiVbJKUu-3CNj0XWdjxd2A8zx-aEESHwCXvT_m-SggnCg==,81OBz8vpic0rUZXcf8FY2w9R9TVwh6Eo3xW2RVTkBDWa7zTOnInykNJxxnHbnn_F6Pyk5w==,Universitas Negeri Medan,001040  ,Statistika,49201,MIPA,S1,2022-09-26T00:00:00Z,2022-09-26T00:00:00Z,704/E/O/2022,,,,,,Prov. Sumatera Utara,Kota Medan,Tidak Diisi,0,0,Aktif,Baik,-,,
CV2R_gPOEw7htuZdLQ6TUXE00vvLbk5hmKOQ_94CObGD_2vIwvYl35yZbFvjHE4Cb5qzOg==,STATISTIKA,S2,UNIVERSITAS NEGERI MAKASSAR,UNM,VEF3SeauHYE4xvXcFype7oYETJ_yP5SHagpL3lpcL5KoRBHt1zllkB1hs78D5R9z22WItQ==,kIncBSGP5juhZwjOojHbeR3MuERqAjjrSlM8Fa10YIw6G2auocKwPcDSXTPilqC8HHFHkg==,Universitas Negeri Makassar,001036  ,Statistika,49101,MIPA,S2,2024-01-17T00:00:00Z,2024-01-17T00:00:00Z,123/E/O/2024,,,,,,Prov. Sulawesi Selatan,Kota Makassar,Kec. Rappocini,0,0,Aktif,Baik,-,,
l88WrbK5RLND5MkR_n5vs4aGcNQ-3W5N2KgrZ60XlGuL3tUr59NCxnD1AI8GDdhmvq_fVA==,STATISTIKA,D3,INSTITUT TEKNOLOGI SEPULUH NOPEMBER,,TvX_TgkIV0XU1sQGHdNCAGPK47NtTM9uv04hE9hR-yW3vL-pfOQbDOnh5thw7AqraZhHkg==,BHKySe4Cvj3AEMxoZNygTIuetXiRTl79lrsrqH2SUyj5T7jY9vcy0-lynqAnmURLxjwWgA==,Institut Teknologi Sepuluh Nopember,002002  ,Statistika,49401,MIPA,D3,1984-09-24T00:00:00Z,2022-06-23T00:00:00Z,939/IT2/ HK.00.01/2022          ,,031-5948757         ,www.statistics.its.ac.id                ,statistics@its.ac.id                    ,"Jurusan Statistik, Kampus ITS Sukolilo Surabaya             ",Prov. Jawa Timur,Kota Surabaya,Kec. Sukolilo,-7.285178,112.79465,Tutup,,-,,
YDG7ybt2lz1hDpt5Nq9fzxIjJKBcE5Y3q3mXctPHZTwc6fkCQUBhqlzseOEGuSehlnSXBQ==,STATISTIKA,S1,UNIVERSITAS NEGERI GORONTALO,UNG,ZOo2NTDOz8XXn3xPXAAuI-7FMjKaLSQc4vjTPARzZCy0zM87vybUqIq7-qSYi9cJ3eRNTA==,VDiDf1wISaJggSamzSq7j5qRv_aUXQyJKQs2HTK-aaTTJWuE0pHmSmuycJmuGm-165Kw9A==,Universitas Negeri Gorontalo,001047  ,Statistika,49201,MIPA,S1,2014-05-19T00:00:00Z,2014-05-19T00:00:00Z,114/E/O/2014,,,http://statistika.fmipa.ung.ac.id,statistika@ung.ac.id,,Prov. Gorontalo,Kota Gorontalo,Tidak Diisi,557.541,0,Aktif,Baik Sekali,-,,
wCYgIT5OiAXQ9AFHIE2qEgkfz5lTGGJuobwkidEzEuhOOZkWYhaeYCN_4qeNQL4jJQSNgg==,STATISTIKA,S1,UNIVERSITAS ISLAM INDONESIA,UII,bI1i_GJS2WBqqMAk8ffNcfs-2jyCWD6LeodLu5W91acoft6jKedIrhrmCMbP8q1nmldvCw==,R8j9KY7aCfw-r4Cy1ByOWnVWr3SMqsGXVqICrSLJMkWp1xSGNT2IJ-v7rj2HBTGlMwzUqA==,Universitas Islam Indonesia,051001  ,Statistika,49201,MIPA,S1,1996-06-06T00:00:00Z,2012-06-12T00:00:00Z,12355/D/T/K-V/2012                      ,0274895920 ext 3017,0274896439 ext 3020,https://statistics.uii.ac.id/,statistika@uii.ac.id,                                                            ,Prov. D.I. Yogyakarta,Kab. Sleman,Kec. Ngemplak,-7.6877889,110.4101143,Aktif,Unggul,Terakreditasi Internasional,,
RxWqhFgAYhR-h1FgA7h0yR08prOwGAz5EfVfuX8WPTfQ9Agtj-u7BQ4Nt2NjTV_HXUXK-A==,STATISTIKA,S1,UNIVERSITAS MUHAMMADIYAH SEMARANG,UNIMUS,u713Gjs28Jp6ue3zNnx866VKnNGLsLhcv907f8jKY5dQKEjhHjhCG6LRsi6NGC_Peup4UA==,PrMcgb5AgNjp9cGZGMCbo0AFyDrND0j40PdQuKQVx6PuXm1x6J6ihqIXhG3k4qB4sLfcUg==,Universitas Muhammadiyah Semarang,061026  ,Statistika,49201,MIPA,S1,1999-08-17T00:00:00Z,2011-08-22T00:00:00Z,8474/D/T/K-VI/2011                      , 6724957      ,024 76740291,http://statistik.unimus.ac.id/         ,statistika@unimus.ac.id,Jl. Kedungmundu Raya no.22 Semarang                         ,Prov. Jawa Tengah,Kota Semarang,Kec. Tembalang,0,0,Aktif,Unggul,-,,
RkxMGDHNK_JgH020ZUPubhAB3w4jOZHXPCx4MiamBL-C4cx8B-OhDI_hXgDd9KuF0qHRuA==,STATISTIKA,S1,IAIN AMBON,IAIN AMBON,LqIVAd3AHKe_U0BkouRUHfFcdDhHbK4a65sRd3atBEN5vQLeuoJmZ_RNAlaRchdepKKiFw==,sEZ0vl4QFcq_lJ50F0UULV6bz5NF_ULX355vaHw6TAwE7dYqB7Eyru7SO-USYKU3Vk5u7g==,IAIN Ambon,202009  ,Statistika,49201,MIPA,S1,2024-01-17T00:00:00Z,2024-01-17T00:00:00Z,129/E/O/2024,,,,,,Prov. Maluku,Kota Ambon,Tidak Diisi,0,0,Alih Bentuk,,-,,
fUMoXGWlxcDx8nqAGm1AToI7h0bHn-jpHdANlezT0K3J-yiJ19BGGuXE4P_YH70gdgbsfQ==,STATISTIKA,D4,UNIVERSITAS SUMATERA UTARA,USU,qCAbTqc7pnkQpTnpNeR6D2tqUoRejY0wtT8sSVvpB93DGATAxMgZ7JlMWaxqduXRyXg54w==,bxq3rkEbbu85v2UVJp_DNeqWs5N69ukHBJvWyJfLwqlo3ngBdTvmZxxicMBPDbl8sLNU9w==,Universitas Sumatera Utara,001003  ,Statistika,49501,MIPA,D4,2023-12-28T00:00:00Z,2023-12-28T00:00:00Z,4922/UN5.1.R/SK/PRS/2023,,,,,,Prov. Sumatera Utara,Kota Medan,Tidak Diisi,0,0,Aktif,Baik,-,,
fzL9Uri8MpqYs3r0ts_STdgxP3Is7iW1GvEQsW3SZrqxnyNoAbzKCKycg2t5kE7lu-Q0kg==,STATISTIKA TERAPAN,S2,UNIVERSITAS PADJADJARAN,UNPAD,7fFeKFvV1wIm7rp10bljwxQQecqzpjwo0xUd_wkmYhXKgIkfutg9iVPHOeR9qGMQuDuQzg==,Q0QLrafs22sVhNgM3QBKhVwnmnqxW9ItuRq-DZ1sTwf8KQgL4AmibrtmImA_uagRHg-H0A==,Universitas Padjadjaran,001007  ,Statistika Terapan,49101,MIPA,S2,2007-01-18T00:00:00Z,2012-03-22T00:00:00Z,11225/D/T/K-N/2012                      ,022-7797712, 022-7794545 ,fmipa.unpad.ac.id,fmipa@unpad.ac.id       ,-,Prov. Jawa Barat,Kab. Sumedang,Tidak Diisi,-6.894382,107.6172266,Aktif,Unggul,-,,
l9hpEzWtQFIISfAnqTWz0N1gIRNYPELgz0dBS9lyLRZQXiwFyaQeMtF38jpexwYkej4vrw==,STATISTIKA,S1,UNIVERSITAS SULAWESI BARAT,UNSULBAR,uqN3tWCH3KHyydafD4Ar99yqT5sp2ttbqT4S0dzD8uk9Ld1eExTiZHjwApt860LFm8xYzQ==,c50Ej1j066Vj3B7SmU9f-aSbQLMGnbj5ZN59SJ6qhIq5pp_LMAQIEgNQXL01R1uxJDMAHQ==,Universitas Sulawesi Barat,001054  ,Statistika,49201,MIPA,S1,2020-02-18T00:00:00Z,2020-02-18T00:00:00Z,264/M/2020,,,,,,Prov. Sulawesi Barat,Kab. Majene,Kec. Banggai Timur,0,0,Aktif,Baik,-,,
2jm_gJx24hm8FUsB0fl9VOkoPZSE40ZNLjNpq-1VdX4OyWwTMHZ6eoujWBKJq0oaWW5W_g==,STATISTIKA,S1,UNIVERSITAS SYIAH KUALA,USK,QEAzU0wonvE-QEFTBRYMB13Zc8MRpzoMTZG4I9EBdqnq0Mun2i3CdQ0wYh2_MJKlrn9ezQ==,D-FmUh-0XTQZskc79aPWxl9fMT9iudn0x2rsRCMH0AeUtuwtFhNHtdSpxjQ8i5-RigVFxg==,Universitas Syiah Kuala,001011  ,Statistika,49201,MIPA,S1,2012-08-24T00:00:00Z,2017-01-05T00:00:00Z,10/KPT/I/2017                        ,06517551819,06517551819,www.stat.unsyiah.ac.id,statistika@unsyiah.ac.id,-,Prov. Aceh,Kota Banda Aceh,Kec. Syiah Kuala,5.33588,95.22014,Aktif,Unggul,-,,
Jhy2yAg2V-SjN9ZJp5sQaD0H3qN-OgJ2xPHCqfXBT3tf61do0gEpz1cIy390geevxKIHXQ==,STATISTIKA,S1,UNIVERSITAS SAN PEDRO,UNISAP,cYRwux2mW4XEv1XPZzoUvgv2n42cTLLe9XqtN3L8TEBzY9QEza52fEzGFMO2taY-YxOycg==,Jp7QEp8gzErkHuiyA5qOamtEJp3Xnpx6ecQ3JZyawPce6tspxdG_ffXGxPXmAHtrSQc-JQ==,Universitas San Pedro,151011  ,Statistika,49201,MIPA,S1,2016-03-10T00:00:00Z,2016-03-10T00:00:00Z,115/KPT/I/2016,(0380) 8439786,(0380) 822990,www.sanpedrouniversity.ac.id.,universitas.sanpedro@yahoo.com,Jl  Kenanga No 1 Kel Naikolan,Prov. Nusa Tenggara Timur,Kota Kupang,Kec. Maulafa,-10.159044,123.612818,Aktif,Baik,-,,
-wZ1QHBbUkHIMlO5iF0O2oN6apuu8NfqOvwtOQOy8tO-h-h4SGkU95Q0hj2h9HInqo36yg==,STATISTIKA,S1,UNIVERSITAS SEBELAS MARET,UNS,K0fGPVcpvXDa8ZE3qNVCgWA2sbTwzcDDHf33nmJSXJHWE-g9qX5BfKNrr4j68JKmxgErtQ==,49nqHwJF-yrsKjgu2bBqvrW3RQQeEiuoPVifKQczgv-Tdsk7ORMdPgQBWJ7e2R05MOW5MQ==,Universitas Sebelas Maret,001027  ,Statistika,49201,MIPA,S1,2014-09-17T00:00:00Z,2014-09-17T00:00:00Z,419/E/O/2014,0271663375,0271663375,https://statistika.mipa.uns.ac.id/,statistics@mail.uns.ac.id,"Jalan Ir. Sutami 36 A, Surakarta",Prov. Jawa Tengah,Kota Surakarta,Kec. Jebres,0,0,Aktif,Unggul,-,,
FSxgxlf5NByHMyxEgFzXmL3nsIxtl8010NjhXOdHcyR3_gXMo3HWrU-GSbknB0YLOzcbWw==,STATISTIKA,S2,UNIVERSITAS ISLAM INDONESIA,UII,cjcMW4aqzNdUv7bAtvdV0ZbU15PzT0Z-U1NsgRcQijRsJFGr94tIOAUXvtYSvZzJrhyA2w==,UcvuW589AlF_fuzd2SyYyliY20Hb3ZdxCx-1N-xSmCObkUMSZg88MLPfKYz3bYOkSzwMjw==,Universitas Islam Indonesia,051001  ,Statistika,49101,MIPA,S2,2022-09-20T00:00:00Z,2022-09-20T00:00:00Z,699/E/O/2022,0274895920 ext 3017,0274896439 ext 3020,https://statistics.uii.ac.id/magister/,statistika@uii.ac.id,,Prov. D.I. Yogyakarta,Kab. Sleman,Kec. Ngemplak,-7.6877889,110.4101143,Aktif,Baik Sekali,-,,
qrB25rFG81OXI9lk564VchW-pVVdYf3oygobzO2gbxXSDCVU62J02vflCUfTZFxuBE_D3A==,STATISTIKA,S1,UNIVERSITAS LAMBUNG MANGKURAT,ULM,wt92WXd9KpzVxdzSl54V4B29MCY4fYrnXRPL90VjfpOcb9mzTl3XHqu0W4irnHBrFfflEQ==,UZukL_Sl6ANht_TQGtmPwQBzAg_cjCg54eKpKTh0RxOHk3zjcgrdpVNUiMsM3pRQO9K0rg==,Universitas Lambung Mangkurat,001010  ,Statistika,49201,MIPA,S1,2017-06-13T00:00:00Z,2017-06-13T00:00:00Z,354/KPT/I/2017,(0511) 4773112,(0511) 4773112,statistika.ulm.ac.id,statistika.fmipa@ulm.ac.id,,Prov. Kalimantan Selatan,Kota Banjarmasin,Kec. Banjarmasin Utara,-3.4474613,114.8441583,Aktif,Baik Sekali,-,,
ZSx8YGW1oJ0GZmbm1y4SDb2xG_lqiWeiNEPf5im3-lpstadWvrtLE-7LWQcgWHuG7LVM6A==,STATISTIKA,S1,INSTITUT PERTANIAN BOGOR,IPB,I-BhczcceEPR4e-rvt9zOi5YOCHqJsCElzrTBK5hyvA82LkBcXemjIfnIKS3yUUciMVRDg==,P6eWn8AmPrpuBORuW-FCSXLg5YPMagIzHnpBwozBVnUKsvkOpQ--3Wy3EqXPO904o_GbiA==,Institut Pertanian Bogor,002003  ,Statistika,49201,MIPA,S1,1990-01-01T00:00:00Z,2022-11-10T00:00:00Z,265 Tahun 2022                 ,0251325125          ,                    ,                                        ,                                        ,                                                            ,Prov. Jawa Barat,Kab. Bogor,Tidak Diisi,-6.557944,106.731087,Alih Bentuk,,-,,
aF8zjhWGQDdOOVurMccLCr_2hcv5mKRP_M5BJeyIpQgGWpG98wQoogAZV3uE5AvB3-gjwQ==,STATISTIKA,S3,INSTITUT PERTANIAN BOGOR,IPB,UouLG0-w_iDjVwvfevbaPntTdBPEXUF9a5Bwnut3YPEi5u7rONC-TQLgxQuInuSQCDaoSA==,j1M4CRzLJeKwIsCBne2Gpcd5F44k5EkD8J65OF5XZ4lSyttlr3Qv_LPr0ULid6BgN8_l0A==,Institut Pertanian Bogor,002003  ,Statistika,49001,MIPA,S3,2007-11-03T00:00:00Z,2022-11-10T00:00:00Z,265 Tahun 2022                  ,622642              ,0251-8624535        ,http://stat.ipb.ac.id                   ,statistika@ipb.ac.id                    ,: Jalan Meranti Wing 22 Level 4 Kampus IPB Darmaga Bogor    ,Prov. Jawa Barat,Kab. Bogor,Tidak Diisi,-6.600261,106.806698,Alih Bentuk,,-,,
_hwL_YpH5Y4ohDb4lAFlhMRAuNuKkBB7AJW5t52N4PBfabn8CgILeTrAAxJ9AvznpURGWA==,STATISTIKA,S2,INSTITUT PERTANIAN BOGOR,IPB,c71JPY51L7974AQCzTH9f_YQ6UpgyfUMv3YOS-9VKQZRvobEQhRDrH3ZlB4wLvnBCzuB3g==,3jRr3CdJhBFkwjFn3R-sVSfPjbm3Y4cL9SnR_OVzmRLf-EiLkpnaabhZmZhAzdhCQ1q0FQ==,Institut Pertanian Bogor,002003  ,Statistika,49101,MIPA,S2,2007-11-03T00:00:00Z,2022-11-10T00:00:00Z,265 Tahun 2022               ,622642              ,: 0251-8624535      ,http://stat.ipb.ac.id                   ,statistika@ipb.ac.id                    ,: Jalan Meranti Wing 22 Level 4 Kampus IPB Darmaga Bogor    ,Prov. Jawa Barat,Kab. Bogor,Tidak Diisi,-6.600124,106.806632,Alih Bentuk,,-,,
5ehnKguGsEcTEQ8oiylgvEeyNB5lAjX-PqQO0CmZeGUuVn0D350l2O1dTVbMFMKHZwbYSA==,STATISTIKA,S1,UNIVERSITAS PGRI DELTA,UNIPDA,tiZK4Sehog35AjTmJ79S1TH_45Qp7dVZWrESGjcjw4whxcuEm0SFP-psafdh1pXbmMkKgw==,emtGFk-m3AUnrF7COQTOxeEhDCW1lOi1dDjOiIp44onu4dX_yMrvVimSDdXlKybhYohmyw==,Universitas PGRI Delta,071118  ,Statistika,49201,MIPA,S1,2024-01-31T00:00:00Z,2024-01-31T00:00:00Z,146/E/O/2024,,,,,,Prov. Jawa Timur,Kab. Sidoarjo,Tidak Diisi,0,0,Aktif,Baik,-,,
Bp9WfnQyJeuqU1W-CoMjotZWi2CyGBmN4gqWvc5QmJQZKkmEtChQtLfyYTaFHs9JCmFhag==,STATISTIKA TERAPAN,S1,UNIVERSITAS GAJAYANA,UNIGA,Ig686p3n3W12JPdYVGOXQpgfVtRm_3F7YXuvUwwc-JSToU70f8ISZ0NouV8k2kXDUtNIyQ==,TsNXDfUQE5uWS3KKLEqOjcWX839_tKtP4R0ILH1qQ2p3HW3B3pLNSajI0vnJrMXi3ZyQGw==,Universitas Gajayana,071051  ,Statistika Terapan,49201,MIPA,S1,1987-11-14T00:00:00Z,2015-07-31T00:00:00Z,468/M/Kp/VII/2015                     ,0341- 562 411       ,,,uniga@indonet.id                        ,-,Prov. Jawa Timur,Kota Malang,Kec. Lowokwaru,0,0,Tutup,,-,,
VIHFJe6Uve_CPcjapu2xkmUKwUaYKnAbBSYMz6kp_8kjDOzMdBj_c3vQxzFTwYvHtvkaOA==,STATISTIKA,S1,UNIVERSITAS HALU OLEO,UHO,4xV48NNuUgwKKTCyQaWmwT2HiiXsJ_JpAMdxaYnQF3nChl4GKw-Xj7u-HxqznKjz2eWxpA==,k8OAVoyQhVhh_bmkxYkqvBeEf_Bt1ooerYZv0zqOJ7QUalSbYgZoVBgg0OFOGZk3W8np5Q==,Universitas Halu Oleo,001029  ,Statistika,49201,MIPA,S1,2017-02-08T00:00:00Z,2017-02-08T00:00:00Z,133/KPT/I/2017,0401391929,040139049,http://fmipa.uho.ac.id/statistika,statistika.fmipa.uho.ac.id,,Prov. Sulawesi Tenggara,Kota Kendari,Tidak Diisi,4.01534,122.311934,Aktif,Baik Sekali,-,,
KzZ8EhTX_oN_DT_tVWCdZVoBEJ97jRX8WQ0biDPvddiizzfBmNW_yv2W7qhiAAL7am8Y0Q==,STATISTIKA,S1,UNIVERSITAS NEGERI JAKARTA,UNJ,EfyK3FFpxhsWl7cYr6bMFV_viGJxm5lVidQywfw1Pz-6JtZIWKFsa2Gya6cQY5SwcPArhg==,6WLP4u8FSxYE1YxWoj00L76UavhyZOwneMgTHTEHyy7wk1ZxMiHQ0KaDZ8hW7W-QcfoBPg==,Universitas Negeri Jakarta,001037  ,Statistika,49201,MIPA,S1,2016-01-20T00:00:00Z,2016-01-20T00:00:00Z,52/KPT/I/2016,021 29266281/82,021 29266281/82,http://fmipa.unj.ac.id/statistika/,statistika@unj.ac.id,,Prov. D.K.I. Jakarta,Kota Jakarta Timur,Kec. Pulo Gadung,-6.1950164,106.8785244,Aktif,Baik Sekali,-,,
KDL5SV1868E34BIb5m73GGjDeQkZIBZbix9jwM_VBBJznRJ4EROAcmZv5yuAQ8PBCpHAeA==,STATISTIKA,S1,UNIVERSITAS NEGERI YOGYAKARTA,UNY,sL6l_e-8IRzgQm2lZlG96LWa6nYpmt5J0dgsAbY9Uih-8iwXczNVwAuZZ2pMGbZ9xPMQzg==,qU5ILHDweLIuGUmhcAljVKgJSWYleHr64YdSziTFD-9gV74oD9uVO1u8LRnVQGFREsCM2w==,Universitas Negeri Yogyakarta,001038  ,Statistika,49201,MIPA,S1,2017-06-13T00:00:00Z,2017-06-13T00:00:00Z,335/KPT/I/2017,0274 548203,0274 548203,http://fmipa.uny.ac.id,,,Prov. D.I. Yogyakarta,Kab. Sleman,Tidak Diisi,-7.7745171,110.385716,Aktif,Unggul,-,,
CKFThHNqgZqXeLJfuSOnmVNtk77Ja5qdtXtA2O3PHrLOsWA9gfx675AwGiOps0V77WpgIA==,STATISTIKA,S2,INSTITUT TEKNOLOGI SEPULUH NOPEMBER,,qoVn6iRCb8slGG9qCNxi0jmqAxYdzZ0mTh6M5cipfy01G35hQO1Tm5v8oQmPF6UwusrbTw==,wBYJFrfqMjzLVsHHmCQ51XrqCKWOObH7sS6ZViJu9IDt8u-fYCZzT5jKOo45zh4NAu_ZDQ==,Institut Teknologi Sepuluh Nopember,002002  ,Statistika,49101,MIPA,S2,1999-05-24T00:00:00Z,2009-12-09T00:00:00Z,4007/D/T/K-N/2009                       ,031-5943352         ,031-5922940         ,statistics.its.ac.id                   ,statistika@its.ac.id                  ,"Jurusan Statistika S2 FMIPA, Kampus ITS Sukolilo Surabaya   ",Prov. Jawa Timur,Kota Surabaya,Kec. Sukolilo,-7.2857865,112.7939527,Aktif,Unggul,Terakreditasi Internasional,,
yev--TnNmclmNYVImRSutxBa55QZrxCF16h1bS_CneparLc20QpFe71V9GNIGL0yLN7apQ==,STATISTIKA,D3,UNIVERSITAS HALU OLEO,UHO,m_AU5YlmBAO1IZAJFLOOGc5Uhmjz3gK1ondvQANMuuNiN7ib4y9jrIccQ9bivhOcR3HlOA==,HzG9pljwfN17ll1o_xcUCKVHynHZ4LxkcKsm8N2HpM85qgxH8rpCn1MipzPfLB1Zu5MSKA==,Universitas Halu Oleo,001029  ,Statistika,49401,MIPA,D3,2006-02-24T00:00:00Z,2011-01-11T00:00:00Z,5163/D/T/K-N/2011                       ,0401 391929         ,,,d3statistika@uho.ac.id         ,-,Prov. Sulawesi Tenggara,Kota Kendari,Tidak Diisi,0,0,Aktif,Baik Sekali,-,,
qPU0_r6vmldhCARBbAf3uCXs09Fm9fl6DuidmVyGyOdn0pbV6xjnf2aMT8slcVx1GsHMZg==,STATISTIKA,D3,UNIVERSITAS NEGERI PADANG,UNP,cP3-cZnRuNt_M0ZDZDl0T2jy1ztwIwf2klDhwYdeH7uYdx8xy5lCK_lrGddXv7XzY_f-QQ==,i8CyxDQjhMaZ2BqN6JnBYYD9wqy2udoe4SaveZQK6rW_1iEaZFt3Ao-osjm0dnyu-7ycdg==,Universitas Negeri Padang,001032  ,Statistika,49401,MIPA,D3,2007-07-18T00:00:00Z,2013-01-24T00:00:00Z,14275/D/T/K-N/2013                      ,0751-7057420        ,,,                                        ,-,Prov. Sumatera Barat,Kota Padang,Tidak Diisi,0,0,Aktif,B,-,,
-fk7nrstNfMusuyt-OiZpkOpsMUckKEhOXuzuAtAbcPu7RbGyNIG11cTsnCnKqwEZN5zqA==,STATISTIKA,S1,UNIVERSITAS JENDERAL SOEDIRMAN,UNSOED,Wib8J-r1OMrDIB2UT5T2K2tRYyN9mB5Yku3sLORbTarttrmKxGcgX-1lenv21O9l6QF1-Q==,BWtrqKSSGkmz7RNzzbh1MtZYF69uAi0NdfPUWt704HbTqWQdWZVj4qWpr0YN2qVNVsRvpg==,Universitas Jenderal Soedirman,001023  ,Statistika,49205,MIPA,S1,2023-12-28T00:00:00Z,2023-12-28T00:00:00Z,997/E/O/2023,,,,,,Prov. Jawa Tengah,Kab. Banyumas,Kec. Purwokerto Utara,0,0,Aktif,Baik,-,,
FNiM_HNoeebusEQqIjGL_82lj5cclXuAMTUH2obDkav157f_I7rzyqkP5vVzrohzMh7-HQ==,STATISTIKA,D3,UNIVERSITAS SUMATERA UTARA,USU,kbqnwWERwj3x1RqxVOm649NnYtQBjF4mBLQZAKJGFQryD0V8p9kXXC_HxL44YWKEpQLtdw==,WMro0jwGaJboMjK_ad4Xv4DMf8y707DgHixwDuZX0Q_KEQ4gA-a6Sl_h07YCTzMktnzJww==,Universitas Sumatera Utara,001003  ,Statistika,49401,MIPA,D3,1960-11-11T00:00:00Z,2011-08-22T00:00:00Z,8428/D/T/K-N/2011                       ,0618211050        ,0618214290,dipl-statistika@usu.ac.id,statistikad3fmipausu@gmail.com                              ,-,Prov. Sumatera Utara,Kota Medan,Tidak Diisi,-6.437989,112.2367266,Aktif,Baik Sekali,-,,
ssTO9OYnRqubSZbLHL-Tl-CNKb0T6D9o56sQ_S1emE4iberT3Le469ONJMT_kddp1p1Oeg==,STATISTIKA,S1,UNIVERSITAS NEGERI PADANG,UNP,PBukJquu0jMC1BuolPENCddw0M0c1BUa_V90Ew8xiIhSROtPJ8Gv6ECia5p-DrBLKd-BPA==,aTkoUalg3xqQafoU83c3PwiOlRcNPQF8YSBk1et5p9O00McT2LktozRW-f5v_FsOIpUn9Q==,Universitas Negeri Padang,001032  ,Statistika,49201,MIPA,S1,2017-11-16T00:00:00Z,2017-11-16T00:00:00Z,648/KPT/I/2017,,,,,,Prov. Sumatera Barat,Kota Padang,Tidak Diisi,0,0,Aktif,Unggul,-,,
91Jl7NYOAl5y7_Q_8Ag1pC3Uo7NGerY_CqLGsav04nxIMayEdvco9lnSqLCQUBFlJNUYcQ==,STATISTIKA,S1,UNIVERSITAS NEGERI MAKASSAR,UNM,BQPZtUGC4Hr8IUEYT_LFooB9SoPA8TOc9IXrDjfsc70KxtqfNfPdsNE-U_pKy3kkmxxqvg==,PNqwYW9v8r-Jk8QckMwsEhC2_-WxR0bHOqyh3zxtxvgTf-oEJL55l341O1dHPEVJMIsxZQ==,Universitas Negeri Makassar,001036  ,Statistika,49201,MIPA,S1,2014-10-10T00:00:00Z,2014-11-10T00:00:00Z,473/E/O/2014,,,http://statistika.unm.ac.id,statistika@unm.ac.id,,Prov. Sulawesi Selatan,Kota Makassar,Kec. Rappocini,0,0,Aktif,Unggul,-,,
s5X6BIUczCdZ_fJn5LGuoP08ww01BOz5XsbD8-oUFmJ1ORUzTAXOAIhWfiaZ9s2CB5kJMA==,STATISTIKA,S1,UNIVERSITAS GADJAH MADA,UGM,PU8PK9o_B5gHI7TdhYD7RWPunwT_kQZvV8ffP_I4YxIyyLlamxw6iUci5LbxTyuWzNiekg==,WaaHiQo0n-XVCvcgyALVV4Umm9OwfG7H4f184_5MPjkeDDAtsLlp0-HD5GQNV_9ppr9w-Q==,Universitas Gadjah Mada,001001  ,Statistika,49201,MIPA,S1,1995-07-25T00:00:00Z,2014-12-03T00:00:00Z,938/P/SK/HT/2014                      , 0274-552243,0274-555131,https://s1stat.fmipa.ugm.ac.id/id/, stat.fmipa@ugm.ac.id               ,-,Prov. D.I. Yogyakarta,Kab. Sleman,Kec. Depok,-7.7669193,110.3767902,Aktif,Unggul,Terakreditasi Internasional,,
81-ANCPlZRmWzgYf7tLapKgTuejUF7VwdteaA4zyRAz4-7ToyMgwM7PyiSHmTQoMnhR8CA==,STATISTIKA,S1,UNIVERSITAS BINA NUSANTARA,UBINUS,r_gBOZTu1Bf_4R7atTuJAwWuZEVR0N1L2zp4ZHpUFso_3KrgRu5KdIt8qZ5pWQPazZ0sPw==,ZZZJwAWYd6kPyn85qYYecXTuv8jxp1WcGE3Hfj1jaanDrbNxuiDm_8hqq6V1sG-3AxZg9A==,Universitas Bina Nusantara,031038  ,Statistika,49201,MIPA,S1,1996-08-08T00:00:00Z,2011-05-12T00:00:00Z,7023/D/T/K-III/2011                     ,0215345830,0215300244,https://socs.binus.ac.id/ ,dsuhartono@binus.edu,JL. KH. SYAHDAN NO. 9 PALMERAH,Prov. D.K.I. Jakarta,Kota Jakarta Barat,Tidak Diisi,0,0,Aktif,Unggul,-,,
AEAgPdcs9nSwcceSIHZdnRCrR2Ieakf99md8tkwApEyUzZEZHSMxtzRbFpCnLbFL_xm76Q==,STATISTIKA,S1,UNIVERSITAS BINA BANGSA,UNIBA,TVpbp9ydjtx6LoDZD9A40ppJF2Svw7iRRPwauE2FlfdxdSphdHb004vpY5gcKJ7QDDsfzA==,n7t85LuL93_E8JODg_N_BxNTOBiuR3zkP4gM6jyWg4FDx3OFmp_hXF8Kb0n3bqgGe7UsOQ==,Universitas Bina Bangsa,041065  ,Statistika,49201,MIPA,S1,2017-10-02T00:00:00Z,2017-10-02T00:00:00Z,553/KPT/I/2017,(0254) 220158,(0254) 220157,http://binabangsa.ac.id/,prodi.stat@binabangsa.ac.id,Jl. Raya Serang-Jakarta Km 03 (Pakupatan),Prov. Banten,Kota Serang,Kec. Cipocok Jaya,6.120278,106.1886,Aktif,Baik Sekali,-,,
